sample,value
0,0.23126958571721207
1,0.21839132299619732
2,0.18164563903033626
3,0.07804777124806006
4,0.2245939908027131
5,0.2607457482117184
6,0.19860207484819878
7,0.18330035451593843
8,0.18698992658500746
9,0.37285595055412457
10,0.25375385856924204
11,0.25547968084468375
12,0.17836295757382026
13,0.25443049469770096
14,0.14537333982609776
15,0.09434082171652815
16,0.2453899290111392
17,0.13370707511699859
18,0.09392586552882454
19,0.15255022258265172
20,0.34438329834715137
21,0.2618677082071553
22,0.08433327033962316
23,0.09102535514254367
24,0.29049723780437287
25,0.1977523743305286
26,0.2634496669667592
27,0.10408162000450072
28,0.22428370252088936
29,0.15663149570568452
30,0.17719941881878376
31,0.1728908405749163
32,0.2675900920830264
33,0.17767838853001544
34,0.29111564399333284
35,0.12084398538153918
36,0.11018412781687575
37,0.26923276917820893
38,0.3550806034653043
39,0.14438980010941468
40,0.023884676336658528
41,0.10284198237879871
42,0.21241784116097068
43,0.2380541694135353
44,0.32575023824640753
45,0.24981025658000777
46,0.2440302767970176
47,0.2703929261484546
48,0.09764740151781437
49,0.14846923512192461
50,0.2727791662275029
51,0.19426159537451582
52,0.09456055659322428
53,0.21354749396653278
54,0.3835149302617482
55,0.15994952671979434
56,0.19572210524781242
57,0.22215537105872968
58,0.10122298165528013
59,0.1890378111883048
60,0.3117782430181569
61,0.17820345101126073
62,0.09650274689465788
63,0.16658365023062222
64,0.010711008662587562
65,0.22930019828674908
66,0.17166658049461603
67,0.46323830718204995
68,0.3322996769540335
69,0.11423291718583334
70,0.1330215072742345
71,0.16151909068713144
72,0.35823996834067706
73,0.26881586889064313
74,0.1135943334245833
75,0.26965161623975953
76,0.2029093733030991
77,0.27530517037634517
78,0.08101410107875612
79,0.09811238310092629
80,0.2659709807968493
81,0.3201732953862191
82,0.35896889554826894
83,0.1486708875980836
84,0.11619613040068313
85,0.2563332466461794
86,0.13209675908189303
87,0.12691939065564628
88,0.26090733304376
89,0.09758968282892905
90,0.2438775323397362
91,0.31734792947638213
92,0.3277173943173217
93,0.10788417916027893
94,0.11999097028546349
95,0.4688484460390753
96,0.24065518646027306
97,0.14870464501107433
98,0.288473224283361
99,0.14261391955431957
100,0.12049420654693462
101,0.3125931343038194
102,0.07622748291589104
103,0.2150425000527853
104,0.3110558204534719
105,0.23457801767660058
106,0.36139267492592797
107,0.11833511691287146
108,0.28378488073194574
109,0.16705654158807387
110,0.24926210538688903
111,0.08022814272389539
112,0.16523636631307181
113,0.1486072338233722
114,0.14105534362493408
115,0.22272181949443337
116,0.37977430188658595
117,0.23469036361354917
118,0.367292869075303
119,0.1561020207420208
120,0.14900778632899037
121,0.4176114213312172
122,0.09697680025032707
123,0.11450560855663355
124,0.09725008533284438
125,0.28868335725723737
126,0.20316404551782458
127,0.24874535619669408
128,0.2618908232839663
129,0.20597838188611275
130,0.19513962512508132
131,0.3029738065377018
132,0.033611658088471386
133,0.23721415123577766
134,0.29774743987603686
135,0.40468692615886903
136,0.45725598606042983
137,0.10951032890150514
138,0.2099159977846367
139,0.3476037166937746
140,0.15712582988241197
141,0.3290037736276294
142,0.10060348948166145
143,0.0765533847107022
144,0.2068996010347231
145,0.2640186786620436
146,0.226460677362184
147,0.04965059706768682
148,0.35499620469141474
149,0.16225461328549534
150,0.3992885214909376
151,0.22279286739896279
152,0.27846193475049064
153,0.1863180909843294
154,0.2519158614845756
155,0.22189539475134556
156,0.22427916297121653
157,0.31273677661815796
158,0.06293705485702566
159,0.2350221211436052
160,0.2081371317356605
161,0.33477448764120576
162,0.36678599588283256
163,0.3464605724705838
164,0.17986088266410738
165,0.16519425498982632
166,0.44147031959802285
167,0.13430938038993334
168,0.24592462158021294
169,0.14032517869254102
170,0.20622939388124528
171,0.20163561161552934
172,0.1488456078713246
173,0.16666590009281892
174,0.05708076652179886
175,0.1748583602420578
176,0.07248035542695752
177,0.256369758486805
178,0.1985458329972408
179,0.12162849148406683
180,0.11118900945792831
181,0.2227200616654308
182,0.1914342228550991
183,0.14446812762387973
184,0.357876548162528
185,0.19835726305300508
186,0.4021538274303743
187,0.10253854505774332
188,0.29100415678166874
189,0.3042954278670458
190,0.13956740339118326
191,0.3600296929870225
192,0.17734754856712875
193,0.174061675286454
194,0.23503079861115284
195,0.3381201101886968
196,0.18687528351598193
197,0.09330159866496757
198,0.09396427345526837
199,0.1120870772015683
200,0.2308410492034553
201,0.20349963125173326
202,0.23980279139968738
203,0.11202772059524625
204,0.24719756376534135
205,0.23541435231313212
206,0.40625750716273346
207,0.20024522405925516
208,0.251997379553369
209,0.2688512090371834
210,0.15958262018759461
211,0.15501648588770278
212,0.19846294737598594
213,0.01486156456406823
214,0.12077609326398564
215,0.47428329100068073
216,0.1982318449700417
217,0.33457686405795256
218,0.06665508376946572
219,0.23431300599323934
220,0.24322228464674686
221,0.27336856729541115
222,0.2511023150093903
223,0.35179834460907944
224,0.1569528846742445
225,0.24929079315700384
226,0.16974522388106766
227,0.06631833792814223
228,0.15869517440448622
229,0.20783596970221274
230,0.2874830316968535
231,0.1958513691862061
232,0.08659667104617642
233,0.3748632928929384
234,0.24188327977921342
235,0.13237847128521646
236,0.2412862704158894
237,0.2961628246399804
238,0.1153027382782853
239,0.1848432203626923
240,0.11824267014638029
241,0.21018392649007347
242,0.27690168332988885
243,0.08695260856774317
244,0.22097396491667368
245,0.23769134739460263
246,0.2229380313921102
247,0.2118437614587947
248,0.08017600602807988
249,0.17303184522559975
250,0.04062437166148279
251,0.04688538365816386
252,0.2493929984964924
253,0.24107282668169405
254,0.28171964272002137
255,0.19662400243399697
256,0.27315114365162585
257,0.2213908557228732
258,0.07685369834321128
259,0.13084494420520032
260,0.42314709579977294
261,0.17058115559207537
262,0.47649666497280385
263,0.25119393595238765
264,0.34980713735906155
265,0.0761453220905502
266,0.23740795442988605
267,0.32081903775632364
268,0.06714245352773862
269,0.13784333758882228
270,0.30123330411682053
271,0.2789824029785918
272,0.21961323136333566
273,0.1795734105924799
274,0.3078054462317211
275,0.1972451911647119
276,0.3011512965266878
277,0.36185617517614194
278,0.14061505136109415
279,0.1228789018494455
280,0.05249776933691083
281,0.28249594590254323
282,0.28500636170099064
283,0.3058141811125934
284,0.17327208313143722
285,0.17818391435665026
286,0.2829759918229241
287,0.33774919926156655
288,0.14781342731482983
289,0.2901972535904969
290,0.1981747132550622
291,0.3859136937362849
292,0.19138658889219076
293,0.23411379170843316
294,0.24412090054698152
295,0.1259395910177844
296,0.22037525795089646
297,0.13338375383163398
298,0.43963376790055053
299,0.21253423217099393
300,0.0483444312134273
301,0.055780444123768924
302,0.3728216218977131
303,0.12210824356766947
304,0.11090237680803595
305,0.31606971468604567
306,0.08135242600547468
307,0.3057902974683657
308,0.07682138476960187
309,0.2373801751425172
310,0.13118291599470533
311,0.32517488152623075
312,0.09307339727407721
313,0.13940552159265618
314,0.20646001534992398
315,0.18531079473597167
316,0.12910884620829416
317,0.16500993416245124
318,0.3135599571452453
319,0.26514200155350764
320,0.4079393237949661
321,0.19618889943161066
322,0.1788820141291138
323,0.20244945087795613
324,0.2640874809076944
325,0.4049737040066542
326,0.21821687245680557
327,0.3740240347508669
328,0.29046296942995586
329,0.2750968931218195
330,0.16431360090280037
331,0.3162805620641559
332,0.1592199465178811
333,0.07171880086826532
334,0.36935671870335823
335,0.32995895232949746
336,0.15091699642086354
337,0.1790885382911327
338,0.4422779500593743
339,0.24176728336363407
340,0.22400324718656484
341,0.27831746457019546
342,0.006932995048744867
343,0.3795278380215789
344,0.12486202441750872
345,0.13114661374209638
346,0.2226510368297187
347,0.08449815744177669
348,0.2421652195055669
349,0.0785820874110428
350,0.06929624555050118
351,0.11969219840781165
352,0.24577885130396004
353,0.19179195971322716
354,0.17247613083809088
355,0.13017245119607135
356,0.039146638757959734
357,0.0611920559935929
358,0.08945804332358137
359,0.22525802872836245
360,0.2248342212908585
361,0.16386724315300172
362,0.1476426055403609
363,0.14888075053287309
364,0.18771036661650223
365,0.37439087630378115
366,0.13415351272218037
367,0.08801045145515968
368,0.3057747038809512
369,0.19546363974407271
370,0.15144471833544648
371,0.23963076294550817
372,0.16052029982292393
373,0.08159623675009464
374,0.15369673472768286
375,0.2474027205192707
376,0.1476786296256889
377,0.16382703859732603
378,0.2768810397211797
379,0.4347985977171396
380,0.16674661805515276
381,0.23269691251375954
382,0.19731038590978348
383,0.30741716003796193
384,0.07106315628918858
385,0.2043701716355624
386,0.223703625686811
387,0.3101563828973521
388,0.2202225273799705
389,0.1896626192205897
390,0.3667330982701947
391,0.3222504785367424
392,0.2017336624581491
393,0.3735821199065887
394,0.20160740005636224
395,0.12082707424470596
396,0.1270593721849499
397,0.3260979193518697
398,0.23893966129561517
399,0.30056096607671956
400,0.27441785512544975
401,0.23681899732366074
402,0.20695137700504446
403,0.10225692759571486
404,0.35853812807530616
405,0.3417589221106174
406,0.305379290311716
407,0.132637452690403
408,0.26882276204800676
409,0.2667511758002118
410,0.38848993056781733
411,0.03276177741277009
412,0.21351687442056902
413,0.28005515573587525
414,0.07759202036615725
415,0.074031420010025
416,0.18899275643028962
417,0.18511362852530988
418,0.22303945262587868
419,0.28583632765659783
420,0.24244925992892996
421,0.22424116101326474
422,0.11434826392957086
423,0.1023439297370915
424,0.19300028064182673
425,0.04250960740867876
426,0.18197968851942276
427,0.22687709304120773
428,0.1966840516227265
429,0.24195273665219028
430,0.29521530721823286
431,0.19272742623403993
432,0.15034764534721415
433,0.19619959479114701
434,0.21904255142427143
435,0.22918519467580045
436,0.22092070165877498
437,0.17684000886669723
438,0.2789962936086251
439,0.24136232105206712
440,0.3877692637727974
441,0.11578436932098397
442,0.05598077024119559
443,0.23434431200851272
444,0.14918071643383254
445,0.1272795855765075
446,0.18929630124903551
447,0.17253637404625688
448,0.32805730708674946
449,0.23289543344034183
450,0.2733120099858438
451,0.19144692022788506
452,0.29122498586968315
453,0.1480061297508366
454,0.22359968534633434
455,0.11989526122517935
456,0.0743209730545189
457,0.35910947949731986
458,0.269129827225395
459,0.1955481880986513
460,0.24771915164621397
461,0.2559546247933686
462,0.2512830687939529
463,0.12295662763501758
464,0.08929800213439376
465,0.15015987337153397
466,0.25147829191583626
467,0.04213225094740165
468,0.32487957947306717
469,0.19255145912157245
470,0.25464328171506406
471,0.2189847763346791
472,0.014493208490367504
473,0.2606759076219472
474,0.1375154983084238
475,0.10927525022853554
476,0.15158556225569098
477,0.15306290613396895
478,0.09046406622438652
479,0.014557540188097101
480,0.13423481336510967
481,0.2948072050080272
482,0.06086569656734059
483,0.3291842328184027
484,0.18420292388119894
485,0.1399135238527022
486,0.20964191147027642
487,0.322040648104149
488,0.2549663789138956
489,0.27538620768045285
490,0.33540159353123516
491,0.2900489282708014
492,0.2602256201135382
493,0.08632606155259678
494,0.17855023245477333
495,0.13420918476517216
496,0.29481187782101426
497,0.31222814597470583
498,0.21129207268259798
499,0.2871283352049143
500,0.03745662014394863
501,0.4652780397776483
502,0.28473237216471126
503,0.09921937784821355
504,0.1612383440194372
505,0.26236312637575765
506,0.14225717508375277
507,0.3078183885551927
508,0.30542150697357795
509,0.03992322312256524
510,0.23542417548042227
511,0.34178483419300115
512,0.31415216363477694
513,0.20018475560391566
514,0.32593665829957075
515,0.4450751087732773
516,0.17562521533572897
517,0.24275175419472528
518,0.16682950549211362
519,0.28729970115547143
520,0.2163867063963285
521,0.1899995563173945
522,0.300977443444018
523,0.3176332418910413
524,0.29370178218944043
525,0.28854305130501556
526,0.18191650216264343
527,0.2545895678103942
528,0.1187635653885476
529,0.0537232611564169
530,0.4058631959812931
531,0.31093135963259066
532,0.12474349323442513
533,0.44267539637222986
534,0.18740241482990494
535,0.12054884908509
536,0.2441323313182042
537,0.4292199524184609
538,0.026974415004725805
539,0.2423078135132189
540,0.17374256797358723
541,0.1048703052178499
542,0.28345747406583516
543,0.07363720548540811
544,0.11427977627256808
545,0.33580951534158643
546,0.18100795402211745
547,0.13539829985403068
548,0.2470437490845232
549,0.045257813813301184
550,0.19167626561471085
551,0.28510244342682756
552,0.27990556986565557
553,0.29489425671634434
554,0.30762113988843187
555,0.200915941341278
556,0.18356930021528955
557,0.3712308871121257
558,0.22469809954564235
559,0.12320848984401578
560,0.24706975484424512
561,0.1426489428845797
562,0.18223500316761976
563,0.18967011693983177
564,0.13907640679903238
565,0.2226307892791548
566,0.2860524233380549
567,0.2161725834883939
568,0.35242680700537715
569,0.48081241849468437
570,0.16550313481805606
571,0.18459888447796494
572,0.11588894937817446
573,0.2773817204633205
574,0.23617710198013386
575,0.0061523118320732095
576,0.07471850678614039
577,0.10987778023514971
578,0.18365297915817935
579,0.10891364865323039
580,0.026892894074019125
581,0.16052231319374732
582,0.34570248801721226
583,0.14633089779340414
584,0.10306745422741267
585,0.2152977464560995
586,0.17371351004420998
587,0.12530818623477946
588,0.05617671301305838
589,0.2575510861171395
590,0.16772121233793447
591,0.13425174154581976
592,0.25222450824901
593,0.2777095214731431
594,0.1508484568359118
595,0.09209363696971617
596,0.200862724472306
597,0.0299740111228306
598,0.19187216066050738
599,0.3141129801749687
600,0.2150658484438352
601,0.17853801627517774
602,0.18094451612130608
603,0.33151903489810575
604,0.39345496134984975
605,0.028887036599836186
606,0.16269865111763246
607,0.27485061600120925
608,0.1300868156128221
609,0.13581972117779917
610,0.26042237224446746
611,0.2620005271289436
612,0.3332934216900584
613,0.3738303016321287
614,0.3571280930908014
615,0.23793226130468303
616,0.29639582881382415
617,0.19570289304894012
618,0.184400228401166
619,0.2755231650873897
620,0.3433851646146353
621,0.1760038621751991
622,0.19046609108067722
623,0.3210778175811169
624,0.19726283891855234
625,0.20354900369392914
626,0.17084680632392213
627,0.12306660549568693
628,0.3367770497151885
629,0.2436599113566289
630,0.13018513935655
631,0.22880581611235373
632,0.12461260702788568
633,0.12168712949544275
634,0.38720133322977274
635,0.30710438855839495
636,0.31424821900645505
637,0.2637705069833275
638,0.2436561113775309
639,0.12157824196451661
640,0.20729606627235764
641,0.25244348903470276
642,0.25531201524039704
643,0.12712392814073115
644,0.11170012659042522
645,0.2524066106192936
646,0.1924984866160928
647,0.06200538529536681
648,0.3500350607922015
649,0.2688936343112705
650,0.4016897011839693
651,0.27436480173902933
652,0.1722093711386541
653,0.09683256429492584
654,0.289711808859958
655,0.28117649148473944
656,0.17301953036428505
657,0.24259617597489336
658,0.1782520236159868
659,0.1807629019138742
660,0.19790844757937331
661,0.24870130515745437
662,0.2973631075848965
663,0.008550864949827819
664,0.02902166970084824
665,0.22995713394709924
666,0.192302675130132
667,0.21455791153696385
668,0.35819881866619996
669,0.2820740212498183
670,0.08537708204541339
671,0.37516806837356625
672,0.29930480967959633
673,0.29021648066567945
674,0.2946253589097385
675,0.23112261988286975
676,0.23167419268007608
677,0.22415603062480194
678,0.06143669595420649
679,0.0934187767897536
680,0.3394497660455264
681,0.17617732360697883
682,0.10976413002906812
683,0.26710701790617647
684,0.07872907102688301
685,0.20735304891180345
686,0.27788291759112493
687,0.22499644643930494
688,0.11860013700988487
689,0.24168609517916328
690,0.18647539382729095
691,0.23591195559096395
692,0.3111210414852246
693,0.26923635318541983
694,0.23820867350856723
695,0.31871755950328806
696,0.3500311946972299
697,0.15579811440803126
698,0.15594200126949734
699,0.055007544372414965
700,0.25408094442814044
701,0.23848999590637254
702,0.1370236869132804
703,0.40916433634796845
704,0.33767535462156306
705,0.19232730987956587
706,0.2528981806045778
707,0.23226213559770895
708,0.24168971644770215
709,0.33587041319067734
710,0.11098195205187665
711,0.08845149238960281
712,0.17956612756463075
713,0.13972207210624094
714,0.12374252423160703
715,0.13756819644578822
716,0.398955125412647
717,0.34300862976197366
718,0.2665187593163325
719,0.2658930829011348
720,0.35811080952250185
721,0.12530212855675532
722,0.17127084863593786
723,0.2260372561536237
724,0.20451107710595817
725,0.24585793009177576
726,0.1808629609521154
727,0.2390535565739244
728,0.3744549735880412
729,0.13813854298080497
730,0.27775959160363056
731,0.30058696002715657
732,0.25225951833486876
733,0.2075796686414212
734,0.2878405927694816
735,0.22707824897442985
736,0.22735980286276813
737,0.32232564006110503
738,0.16658647619452005
739,0.015508030302521347
740,0.18180983625169167
741,0.19326487749282736
742,0.2599098547530915
743,0.19331017942545076
744,0.06425225866215162
745,0.1613832918978616
746,0.28887363651203546
747,0.22267121857001465
748,0.2954942103259158
749,0.18454033153515897
750,0.35386819569952693
751,0.13336834542170334
752,0.312185296392853
753,0.11037041141545281
754,0.23769931101577924
755,0.2009569393955548
756,0.14814883875432955
757,0.17400248200175975
758,0.22120906163594223
759,0.24507211108783156
760,0.3998222252169519
761,0.21086336996602117
762,0.22980064630646746
763,0.09052228964265051
764,0.061576413970898636
765,0.2312595772492036
766,0.13544695204602775
767,0.0556431375498721
768,0.21887816607488803
769,0.3557055397968393
770,0.05813709255386726
771,0.12661195231710343
772,0.2412522344748662
773,0.2697743059701121
774,0.3781378083520779
775,0.13322562584154785
776,0.21263149818805321
777,0.29103912270233034
778,0.22974053287692475
779,0.18415732724241357
780,0.22762975363340832
781,0.10948257626576785
782,0.3305045806663156
783,0.2652287027853277
784,0.17956969316435473
785,0.09069365793971637
786,0.21231214732139425
787,0.23817821394974295
788,0.2844581889250001
789,0.17585799073900088
790,0.2539131430593148
791,0.3257996733955907
792,0.20324212044556692
793,0.19274919534783963
794,0.19583805423783218
795,0.21002917951591266
796,0.13708564172599208
797,0.20319323001900896
798,0.19766195703042644
799,0.12132273694799398
800,0.17228163583170442
801,0.22777949416784082
802,0.2900442334060006
803,0.29968316872475087
804,0.194732138142177
805,0.10168938811800059
806,0.08927180465211085
807,0.21999970025622406
808,0.2531246594721359
809,0.20862620078320376
810,0.19649324806592267
811,0.22080845934001192
812,0.29475358929157913
813,0.2928706210298373
814,0.24313751883605317
815,0.15012865410158338
816,0.10973478949781054
817,0.26720849883749165
818,0.15187976637026324
819,0.24951840352397975
820,0.22919712065207343
821,0.1330545396734802
822,0.23114832517024664
823,0.14451786541508338
824,0.18736577761115986
825,0.24614420072574222
826,0.2213488650096983
827,0.2207422758897883
828,0.24842866149105142
829,0.3585251167048648
830,0.32385644714938017
831,0.34432095969447196
832,0.16873391674112065
833,0.13726311577553585
834,0.17265614114780448
835,0.03417362900041887
836,0.31234277961983375
837,0.27795489170957116
838,0.3603795605002707
839,0.14291281493028057
840,0.27403194279786475
841,0.14550217185762088
842,0.14732450333090885
843,0.27149936673754066
844,0.3013690270241107
845,0.2250429633838158
846,0.33832419256453705
847,0.15074361087641408
848,0.3385402195921753
849,0.062019439825543116
850,0.1499912620582089
851,0.25587636499202504
852,0.29834802795897986
853,0.2502339109686051
854,0.1961955014978205
855,0.0849411742243763
856,0.23023598587199567
857,0.3270249236710463
858,0.13287797014280006
859,0.1936376385677938
860,0.2436182946630243
861,0.35126796619655054
862,0.17811753328817143
863,0.16225219133838076
864,0.09031447159103934
865,0.21689053828831378
866,0.10460201767277799
867,0.1566800298901453
868,0.1336931490883474
869,0.21673853786780156
870,0.06617796494849776
871,0.09223032063060138
872,0.20917549034740768
873,0.342681882909064
874,0.2670492493653891
875,0.2378212065680017
876,0.0507840420206786
877,0.14212804743925075
878,0.3772913287261419
879,0.19385486677252248
880,0.14926046389743694
881,0.2122599979609906
882,0.12242057392984229
883,0.35468057824382704
884,0.2703070475200703
885,0.2819785146249298
886,0.13637990483227871
887,0.09514489551582128
888,0.21376617665402306
889,0.39725228963749787
890,0.2229353577835016
891,0.15306090594022087
892,0.2680151945178666
893,0.5149512389025503
894,0.34489333982749654
895,0.19305275962465923
896,0.36680631681385373
897,0.0977779152299012
898,0.14661452050535945
899,0.10216669528741473
900,0.09369311626934165
901,0.13613142671422104
902,0.24658691485386736
903,0.18587364252546626
904,0.06857719630149886
905,0.2872931833752164
906,0.1806671100718765
907,0.21974519664248404
908,0.29644349050338886
909,0.1846616950710881
910,0.106625313783411
911,0.1085228088330048
912,0.1835314817746715
913,0.12051115518042463
914,0.08980135027706038
915,0.18552360346062818
916,0.3108797800785368
917,0.2752741394174731
918,0.1420304220494015
919,0.25517145386097617
920,0.23804707771763672
921,0.1429929874181803
922,0.17628961743760158
923,0.19855191479556455
924,0.20501924127744503
925,0.2595363532101632
926,0.1614203788737611
927,0.054922201013516525
928,0.17978047147475346
929,0.1516470758517814
930,0.2714986516140786
931,0.10888716104466417
932,0.2301177182965603
933,0.08151045001728696
934,0.05891123460389945
935,0.2697868242487986
936,0.3032951795059453
937,0.4968113787175783
938,0.2038707746126744
939,0.2292314496009382
940,0.19115545024059863
941,0.34554805143270917
942,0.16704368388840257
943,0.01411910653643833
944,0.29215501732217447
945,0.1362440180786415
946,0.19555088594775272
947,0.12028284339358336
948,0.30812904509349737
949,0.06868623337252402
950,0.22328801503933712
951,0.3149085456040468
952,0.044858769927774766
953,0.3075687589019127
954,0.18092486599217578
955,0.12407219975362505
956,0.2980008523918056
957,0.1744983151419904
958,0.2546082403307634
959,0.22026618069643555
960,0.18865411761918904
961,0.14711649825604906
962,0.26999397071354014
963,0.21942255832303262
964,0.24351069531401115
965,0.17256003570435974
966,0.10740845939273491
967,0.06764613551686183
968,0.18287512831874597
969,0.26831130064949604
970,0.16435939730853694
971,0.3212795639937661
972,0.03851643787979675
973,0.2333041810515728
974,0.11689104311047183
975,0.3887442586511378
976,0.3523111219611168
977,0.18923857502125296
978,0.18866819859091177
979,0.07610261355933157
980,0.1962028623794454
981,0.1574534668487192
982,0.32430124054976817
983,0.2820466805862716
984,0.04031904101702588
985,0.2461858162546876
986,0.1626184597632877
987,0.27907790201032856
988,0.2588893620033401
989,0.2170886371691444
990,0.2383997650814768
991,0.42815481177112164
992,0.15577865804607488
993,0.33811953786004434
994,0.2385334743109353
995,0.24028447454781685
996,0.32886712042562594
997,0.059545468781516286
998,0.19904230952910823
999,0.21526166960797272
